sentence,clause
"Fannie J. Klein, an expert on court reform and a former associate professor at the New York University School of Law, died yesterday of heart failure at University Hospital.", an expert on court reform and a former associate professor at the New York University School of Law
"Howard S. Greenwald, a former executive vice president of Manhattan Industries, apparel manufacturers and retailers, died Monday at his home in Glen Rock, N.J.", a former executive vice president of Manhattan Industries
"The Rev. Robert P. Kennedy, the social action director of the Roman Catholic Diocese of Brooklyn who took part in a wide variety of regional and national projects, died early yesterday at the Cabrini Medical Center in Manhattan.", the social action director of the Roman Catholic Diocese of Brooklyn who took part in a wide variety of regional and national projects
"Thomas E. Barton, a director and owner of the international insurance brokerage of Johnson & Higgins, died of a heart attack Saturday evening while playing golf at the Montclair Golf Club in New Jersey.", a director and owner of the international insurance brokerage of Johnson & Higgins
"Valerie Bettis, a dancer and choreographer noted for her versatility, vivid stage presence and flamboyant theatricality, died Sunday in Beth Israel Hospital after a brief illness.", a dancer and choreographer noted for her versatility
"Jesse Stuart, the poet laureate of Kentucky and chronicler of its mountain country, died Friday at a nursing home in Ironton, Ohio, after a long illness.", the poet laureate of Kentucky and chronicler of its mountain country
"The actor Raymond Anthony Vitte, costar of the recently canceled ABC-TV series ''The Quest,'' died in the back of a patrol car Sunday night after scuffling with the police, the authorities said today.", costar of the recently canceled ABC-TV series ''The Quest
"Tamara Daykarhanova, actress and dramatics teacher, died Saturday at the Inglemoor Nursing Home in Englewood, N.J. She was 91 years old.", actress and dramatics teacher
"Barbara O'Neil, an actress whose movie credits include her role as Scarlett O'Hara's mother in ''Gone With the Wind,'' died yesterday at her home in Cos Cob, Conn. She was 70 years old.", an actress whose movie credits include her role as Scarlett O'Hara's mother in ''Gone With the Wind
"Sid Farber, a residential and industrial builder, died of pnuemonia Tuesday at Mather Memorial Hospital in Port Jefferson.", a residential and industrial builder
"Marguerite Duthuit, daughter of the great French painter Henri Matisse and for many years an indispensable source of information both as to his working methods and as to the whereabouts and authenticity of his huge output, died of a heart attack in Paris on Thursday.", daughter of the great French painter Henri Matisse and for many years an indispensable source of information both as to his working methods and as to the whereabouts and authenticity of his huge output
"Ezra Jack Keats, an illustrator and writer of children's books who won many awards, died of a heart attack early yesterday at New York Hospital.", an illustrator and writer of children's books who won many awards
"Robert A. Lovett, Secretary of Defense from 1951 to 1953 and onetime Under Secretary of State, died yesterday at his home in Locust Valley, L.I.", Secretary of Defense from 1951 to 1953 and onetime Under Secretary of State
"George Weiss, a former chairman of Bache & Company, the investment brokerage house now known as Prudential-Bache Securities Inc., died of heart failure Thursday at Mount Sinai Hospital.", a former chairman of Bache & Company
"Victor I. Cizanckas, who accepted a lifetime appointment as chief of the Police Department in Stamford, Conn., in 1977 with a mandate to clean up that city's law-enforcement system, died in his sleep yesterday morning of unknown causes.", who accepted a lifetime appointment as chief of the Police Department in Stamford
"Dr. Mamie Phipps Clark, a psychologist who collaborated with her husband, Dr. Kenneth B. Clark, on research into the detrimental effects on black children of segregation in the public schools, died of cancer yesterday at her home in Hastings-on-Hudson, N.Y. She was 65 years old.", a psychologist who collaborated with her husband
"Nat Polen, an actor who played a leading character on ABC-TV's ''One Life to Live'' for more than a decade, died of cancer Sunday in Central General Hospital in Plainview, L.I.", an actor who played a leading character on ABC-TV's ''One Life to Live'' for more than a decade
"John Van Antwerp Fine, Ewing Professor Emeritus of Greek Languages and Literature at Princeton University, died Saturday at a nursing home in Princeton, N.J.", Ewing Professor Emeritus of Greek Languages and Literature at Princeton University
"Dr. Isidor Chein, professor emeritus of psychology at New York University and last year's recipient of the American Psychological Association Award, died yesterday at Beth Israel Medical Center.", professor emeritus of psychology at New York University and last year's recipient of the American Psychological Association Award
"William P. Gwinn, former chairman and chief executive officer of the United Aircraft Corporation, predecessor of the United Technologies Corporation of Hartford, died yesterday at Good Samaritan Hospital in Palm Beach, Fla.", former chairman and chief executive officer of the United Aircraft Corporation
"Loy W. Henderson, one of the nation's first career Foreign Service officers and a former Ambassador to India and Iran, died of congestive heart failure Monday in a nursing home in Bethesda, Md.", one of the nation's first career Foreign Service officers and a former Ambassador to India and Iran
"Marvin Israel, a painter and editorial art director and a teacher of graphics and photography, died of a heart attack yesterday at Presbyterian Hospital in Dallas.", a painter and editorial art director and a teacher of graphics and photography
"Bennet M. Blumenthal, a former New York trial lawyer, died in his sleep Thursday at Bennett Community Hospital, Fort Lauderdale, Fla.", a former New York trial lawyer
"Louis Vaczek, a novelist and editor, died of leukemia in New York on Sept. 30.", a novelist and editor
"Lawrence J. Delaney, a former Suffolk County Democratic leader in the 1960's and Huntington town leader, died Monday in Palestine, Tex.", a former Suffolk County Democratic leader in the 1960's and Huntington town leader
